Date,Open,High,Low,Close,Volume
2025-08-10,3397.2,3403.14,3389.8,3391.56,282
2025-08-11,3390.8,3391.31,3341.0,3348.99,3618
2025-08-12,3348.69,3357.55,3331.3,3350.37,3620
2025-08-13,3350.23,3370.0,3342.1,3362.42,3624
2025-08-14,3362.72,3374.35,3329.1,3335.0,3584
2025-08-15,3335.08,3348.53,3332.1,3333.79,3307
2025-08-17,3333.76,3336.53,3323.41,3326.97,5292
2025-08-18,3327.01,3358.28,3326.68,3330.85,99553
2025-08-19,3330.84,3345.19,3312.72,3314.06,98537
2025-08-20,3314.06,3351.94,3311.4,3346.75,93878
2025-08-21,3346.54,3347.99,3325.33,3338.22,90353
2025-08-22,3338.25,3378.68,3321.33,3369.82,98597
2025-08-24,3371.52,3371.52,3365.76,3368.96,3767
2025-08-25,3368.97,3376.18,3351.51,3354.75,76157
2025-08-26,3354.77,3394.32,3351.16,3390.75,114286
2025-08-27,3390.65,3399.23,3373.62,3395.65,109386
2025-08-28,3395.44,3422.86,3384.39,3414.56,120707
2025-08-29,3414.56,3453.63,3404.28,3447.57,122026
2025-08-31,3447.62,3451.91,3441.8,3447.67,6567
2025-09-01,3447.7,3489.73,3436.73,3479.1,125102
2025-09-02,3479.05,3539.94,3470.07,3529.87,189868
2025-09-03,3529.83,3578.26,3526.58,3560.22,176458
2025-09-04,3560.29,3563.14,3510.92,3552.42,152513
2025-09-05,3552.43,3600.04,3544.74,3585.79,143390
2025-09-07,3586.38,3595.89,3576.36,3591.06,12253
2025-09-08,3591.02,3646.3,3579.4,3634.87,149442
2025-09-09,3634.9,3674.07,3622.7,3633.39,154405
2025-09-10,3633.45,3657.36,3620.25,3644.77,132947
2025-09-11,3645.12,3648.75,3612.85,3631.56,133304
2025-09-12,3631.61,3656.52,3630.43,3642.37,122941
2025-09-14,3642.28,3645.53,3636.62,3637.99,4940
2025-09-15,3638.0,3685.43,3626.35,3676.73,134375
2025-09-16,3676.73,3702.87,3674.51,3694.03,138047
2025-09-17,3694.13,3707.3,3643.21,3668.89,156093
2025-09-18,3669.52,3673.01,3627.72,3640.04,144764
2025-09-19,3640.14,3685.01,3631.94,3684.55,131997
2025-09-21,3684.6,3691.98,3683.25,3686.1,6619
2025-09-22,3685.82,3749.05,3685.35,3747.66,138802
2025-09-23,3747.71,3790.89,3736.51,3763.67,161075
2025-09-24,3763.85,3779.17,3717.39,3742.88,144533
2025-09-25,3742.96,3761.37,3721.89,3744.55,159353
2025-09-26,3744.45,3783.63,3734.3,3759.25,135469
2025-09-28,3759.54,3772.29,3759.54,3766.71,8203
2025-09-29,3767.02,3834.05,3763.79,3832.73,176881
2025-09-30,3832.93,3871.45,3793.06,3862.52,169462
2025-10-01,3862.52,3895.11,3853.19,3863.25,161567
2025-10-02,3863.23,3896.66,3819.28,3862.3,141039
2025-10-03,3862.25,3891.46,3837.87,3885.52,134964
2025-10-05,3886.21,3920.09,3883.42,3909.22,12237
2025-10-06,3909.3,3975.93,3898.67,3969.33,171603
2025-10-07,3969.49,3995.79,3940.69,3994.24,165924
2025-10-08,3994.14,4059.1,3984.18,4011.59,181985
2025-10-09,4011.59,4057.75,3944.19,3989.5,199776
2025-10-10,3989.38,4022.52,3946.59,4015.78,204305
2025-10-12,4015.87,4059.33,3973.86,4034.87,15823
2025-10-13,4034.86,4131.72,4024.38,4127.58,175649
2025-10-14,4127.58,4179.47,4090.21,4161.44,220703
2025-10-15,4160.93,4217.97,4153.6,4209.19,184005
2025-10-16,4209.18,4378.85,4203.28,4365.39,194916
2025-10-17,4365.36,4378.41,4185.44,4247.93,231364
2025-10-19,4247.81,4273.56,4233.47,4237.69,15060
2025-10-20,4237.65,4381.14,4218.32,4360.03,208527
2025-10-21,4359.99,4371.97,4077.26,4092.51,233971
2025-10-22,4092.52,4161.14,4003.43,4087.51,238009
2025-10-23,4087.38,4154.52,4065.47,4121.29,186168
2025-10-24,4121.45,4144.19,4044.07,4111.22,171258
2025-10-26,4112.24,4112.24,4059.7,4064.16,15051
2025-10-27,4064.28,4097.57,3971.22,3997.97,189357
2025-10-28,3997.95,4019.49,3886.3,3964.56,182000
2025-10-29,3964.57,4030.03,3914.19,3952.49,177086
2025-10-30,3952.92,4045.77,3915.17,4036.51,181583
2025-10-31,4036.52,4038.96,3972.15,4001.93,159299
2025-11-02,4002.27,4002.27,3977.75,3980.23,4973
2025-11-03,3979.14,4030.47,3962.34,3997.18,154736
2025-11-04,3997.16,4000.66,3928.42,3934.32,161375
2025-11-05,3934.38,3990.25,3929.56,3973.37,138825
2025-11-06,3973.3,4019.36,3964.42,3988.94,146571
2025-11-07,3988.97,4027.12,3983.8,4000.36,132141
2025-11-09,4000.36,4011.95,3998.37,4011.64,4253
2025-11-10,4011.63,4122.39,4010.91,4119.56,161612
2025-11-11,4119.54,4148.72,4096.64,4142.4,171416
2025-11-12,4142.38,4211.43,4098.69,4190.72,188647
2025-11-13,4190.7,4244.99,4145.35,4185.37,204165
2025-11-14,4185.64,4211.0,4037.3,4080.49,127614
2025-11-16,4080.49,4106.25,4066.09,4096.04,6777
2025-11-17,4096.17,4101.76,4006.59,4036.32,183026
2025-11-18,4036.41,4082.17,3997.92,4076.6,179915
2025-11-19,4076.82,4132.73,4055.39,4104.14,188895
2025-11-20,4104.19,4109.85,4035.69,4078.61,199168
2025-11-21,4078.94,4101.13,4022.16,4063.84,201776
2025-11-23,4063.84,4077.25,1964.99,4074.96,4812
2025-11-24,4075.92,4144.06,4039.89,4143.63,168059
2025-11-25,4144.04,4159.05,4109.5,4133.38,157603
2025-11-26,4133.43,4173.25,4132.44,4164.53,151354
2025-11-27,4164.56,4167.01,4142.48,4156.73,102062
2025-11-28,4163.39,4226.66,4110.84,4218.53,68902
2025-11-30,4218.53,4230.14,4204.77,4221.78,6383
2025-12-01,4221.57,4264.38,4215.15,4227.47,201767
2025-12-02,4227.6,4230.31,4163.47,4212.53,160075
2025-12-03,4212.49,4241.5,4194.33,4206.97,174330
2025-12-04,4206.98,4219.24,4174.8,4205.93,168165
2025-12-05,4205.72,4259.21,4191.93,4196.37,146104
2025-12-07,4196.4,4201.98,4186.22,4200.59,5987
2025-12-08,4201.37,4218.7,4176.25,4194.49,152250
2025-12-09,4194.81,4221.18,4169.85,4210.7,172814
2025-12-10,4210.67,4238.45,4181.74,4232.21,173845
2025-12-11,4232.22,4285.77,4204.04,4275.95,175196
2025-12-12,4275.82,4353.36,4257.35,4299.52,190813
2025-12-14,4299.81,4307.81,4289.97,4301.92,4808
2025-12-15,4302.24,4350.03,4285.08,4303.81,180386
2025-12-16,4303.77,4334.93,4271.24,4307.63,190931
2025-12-17,4307.63,4348.67,4306.52,4338.67,194452
2025-12-18,4338.56,4374.42,4308.39,4334.84,187016
2025-12-19,4335.06,4356.35,4308.82,4337.51,156167
2025-12-21,4338.14,4356.08,4337.48,4354.8,5560
2025-12-22,4355.59,4461.41,4355.59,4459.84,172109
2025-12-23,4459.8,4510.26,4430.23,4503.06,184757
2025-12-24,4503.03,4525.48,4447.99,4479.21,159665
2025-12-25,4478.09,4501.0,4447.3,4493.33,6189
2025-12-26,4494.67,4549.52,4491.62,4532.46,196414
2025-12-28,4532.66,4548.97,4521.05,4527.52,9936
2025-12-29,4526.74,4527.43,4302.33,4345.3,225013
2025-12-30,4345.23,4403.92,4324.09,4339.13,215894
2025-12-31,4338.71,4372.65,4273.78,4325.01,172217
2026-01-01,4328.44,4350.77,4321.82,4348.44,4611
2026-01-02,4348.66,4402.08,4309.63,4331.82,183019
2026-01-04,4331.82,4375.58,4331.82,4373.88,7288
2026-01-05,4372.25,4459.7,4369.91,4440.6,210926
2026-01-06,4439.96,4500.07,4427.74,4492.86,190322
2026-01-07,4493.06,4495.26,4423.29,4463.12,200651
2026-01-08,4463.1,4483.8,4407.44,4474.8,201006
2026-01-09,4475.4,4516.97,4452.58,4507.74,172218
2026-01-11,4507.74,4544.44,4507.74,4538.85,7445
2026-01-12,4539.69,4630.0,4535.94,4595.54,198721
2026-01-13,4598.64,4634.16,4569.62,4597.19,191231
2026-01-14,4596.79,4642.73,4596.79,4615.65,206809
2026-01-15,4615.0,4624.28,4580.84,4609.62,198339
2026-01-16,4609.9,4620.01,4536.35,4595.65,180066
2026-01-18,4595.65,4690.01,4567.16,4673.83,10705
2026-01-19,4672.12,4681.7,4652.92,4665.69,118860
2026-01-20,4665.08,4780.77,4659.14,4776.01,181410
2026-01-21,4775.53,4887.81,4755.64,4781.37,210573
2026-01-22,4777.96,4960.17,4771.79,4957.21,185857
2026-01-23,4958.45,4989.54,4899.36,4983.95,178629
2026-01-25,4987.84,5039.49,4978.66,5037.99,10309
2026-01-26,5038.86,5110.32,4983.94,5046.99,250989
2026-01-27,5042.75,5189.82,5013.35,5171.34,245876
2026-01-28,5171.63,5596.68,5156.55,5523.03,254398
2026-01-29,5511.58,5594.77,5047.9,5438.45,265856
2026-01-30,5437.64,5450.28,4670.36,4884.23,284024
2026-02-01,4884.23,4884.23,4567.51,4748.9,12222
2026-02-02,4740.8,4883.81,4393.49,4771.03,289825
2026-02-03,4773.15,4993.2,4744.87,4947.55,249980
2026-02-04,4946.24,5091.15,4846.53,5010.01,216710
2026-02-05,5010.97,5020.07,4703.07,4703.76,255059
2026-02-06,4702.63,4970.89,4653.67,4963.01,200986
